date,agricultura,petroleo_minas,manufactura,construccion,comercio,servicios,impuestos_netos,imaec_total,imaec_petrolero,imaec_no_petrolero,imaec_vulnerable
2023-05-01,114.9725283918743,107.6832337918342,113.0934158044871,86.0341281091692,115.5345728948428,108.5532516022471,115.0865752100907,109.6850682514362,87.9676370017324,111.529833647342,105.80384210268654
2023-06-01,121.1612065748753,109.3353900742431,111.3446787774914,75.97839927951962,121.3962439752365,111.6245800589231,122.4687285457104,112.1009672807289,89.5890021807994,113.7237147525719,105.08597552279267
2023-07-01,115.8087576249092,106.6920836228213,103.6342039554728,71.14271251237393,107.3003140747297,107.271408915693,98.12718381929054,104.9016012629694,90.92686427552385,106.5236192374022,97.33715986456735
2023-08-01,118.0454435179281,109.6308265826022,106.2978991692818,72.28972245183174,113.8619702011539,109.562525064581,94.01865997247188,107.5308988110144,91.09856770611115,109.88210753873,100.50302922171211
2023-09-01,112.8433785853652,108.9080784853454,106.423703835495,72.81137843998715,113.3022592599938,108.0337588819386,89.2170857432126,106.126648037353,91.17889108656857,108.5047795435081,100.14277510435365
2023-10-01,106.1852317027082,107.5823329373297,105.0862318766339,72.07996404145597,110.6047937889929,107.837623917307,94.6969405299019,105.1232526561129,91.80464938573536,106.88698086087,98.90215340609744
2023-11-01,105.3224904947178,109.7394680243608,102.3930121856182,71.16500224449636,106.8868491253651,109.2683376112313,93.44757209681417,104.9120596247085,91.19293690881722,106.7947472063587,97.42830029167773
2023-12-01,116.189407079317,107.3339086114144,104.3162672335514,73.18918762745234,118.1944336477952,112.6824591564041,105.3908974670633,109.5980427361202,93.17559543640039,111.3515953657225,102.09558691630076
2024-01-01,111.8894815823849,107.2476925695933,98.91855465355721,69.75648067624061,110.1712632711175,108.3227145926816,95.13659700401884,104.6045329257595,94.65709675719587,106.1100661839794,96.79225329839923
2024-02-01,118.662802156188,109.6416131367835,102.8371675175138,74.31046318108496,111.1391967326328,107.3615808220478,103.078619470326,106.3311430789215,95.15415012078239,107.5009365383673,98.91210206331985
2024-03-01,109.2197595286856,108.7137604739816,105.6597168107044,85.11206441162632,110.6266522779913,109.3073927842962,101.5075365987749,107.262197466747,92.06875052907878,109.0160390134761,102.67645657115456
2024-04-01,111.1350106997402,102.5175825467107,103.4662735534379,59.82265278669196,107.5960622127178,106.2599371164467,88.93143562828269,102.4746051797264,90.56926264378218,104.478824104997,94.28623141732359
2024-05-01,112.6655863718117,107.8063278733549,107.3416035909224,73.8195846860896,109.5203545905556,108.2595570300363,93.34148822411096,105.8434863378453,90.27320142712507,108.1323929113233,99.73527497440098
2024-06-01,111.5677375813628,102.9585423131017,104.8212787511083,71.08217142911833,109.3765076204264,109.2164204876393,95.50764677766664,105.388040238393,84.80571552997966,107.9873876351807,98.62409457207309
2024-07-01,112.3046741901946,98.89474686505064,101.5441341228131,71.14592369454553,106.7741710109128,109.709193194548,92.9957493627841,104.3507360060298,88.78288291207906,106.5579208898557,97.29335550570485
